merchant_id,mes_reporte,tpv_mensual,count_trx,ticket_promedio,tasa_rechazo,dias_sin_transaccion_max,dias_desde_ultima_trx,tickets_soporte_abiertos,tickets_soporte_resueltos,tiempo_resolucion_prom_hrs,severidad_prom_tickets
DEU-8D854ACB,2026-01-01,2280.87,228,10.0,0.0139,1,1,0,0,0.0,0.0
DEU-8D854ACB,2026-02-01,2325.48,194,11.99,0.0376,0,0,0,0,0.0,0.0
DEU-8D854ACB,2026-03-01,2326.19,163,14.27,0.0485,0,0,2,0,0.0,4.15
DEU-8D022377,2025-04-01,16126.63,1481,10.89,0.0408,1,1,0,0,0.0,0.0
DEU-8D022377,2025-05-01,16184.12,2869,5.64,0.0181,0,0,2,0,0.0,2.59
DEU-8D022377,2025-06-01,21498.81,3054,7.04,0.0183,2,0,0,0,0.0,0.0
DEU-8D022377,2025-07-01,13090.08,2119,6.18,0.0217,0,0,1,0,0.0,0.0
DEU-8D022377,2025-08-01,25135.39,3487,7.21,0.0101,4,1,0,0,0.0,0.0
DEU-8D022377,2025-09-01,21506.78,2443,8.8,0.0037,2,2,0,0,0.0,0.0
DEU-8D022377,2025-10-01,25516.9,2452,10.41,0.0191,0,0,0,0,0.0,0.0
DEU-8D022377,2025-11-01,29197.36,4788,6.1,0.014,0,0,0,0,0.0,0.0
DEU-8D022377,2025-12-01,24041.77,4313,5.57,0.0171,2,1,0,0,0.0,0.0
DEU-8D022377,2026-01-01,9553.54,1437,6.65,0.0702,0,0,0,0,0.0,0.0
DEU-8D022377,2026-02-01,18426.51,2378,7.75,0.0087,2,0,0,0,0.0,0.0
DEU-8D022377,2026-03-01,16348.26,2186,7.48,0.0336,0,0,0,0,0.0,0.0
DEU-B89F7FB1,2025-04-01,1366.73,157,8.71,0.0264,1,0,0,0,0.0,0.0
DEU-B89F7FB1,2025-05-01,1856.11,200,9.28,0.0196,0,0,1,0,0.0,0.26
DEU-B89F7FB1,2025-06-01,1374.74,222,6.19,0.0094,1,1,0,0,0.0,0.0
DEU-B89F7FB1,2025-07-01,3148.21,159,19.8,0.0294,2,0,0,0,0.0,0.0
DEU-B89F7FB1,2025-08-01,1292.97,257,5.03,0.0535,0,0,0,0,0.0,0.0
DEU-B89F7FB1,2025-09-01,2005.48,253,7.93,0.0079,4,1,1,0,0.0,0.03
DEU-B89F7FB1,2025-10-01,1907.58,395,4.83,0.0617,6,0,0,0,0.0,0.0
DEU-B89F7FB1,2025-11-01,2167.62,489,4.43,0.0,2,0,1,0,0.0,1.55
DEU-B89F7FB1,2025-12-01,5641.36,520,10.85,0.0328,0,0,0,0,0.0,0.0
DEU-B89F7FB1,2026-01-01,2958.51,415,7.13,0.1007,0,0,0,0,0.0,0.0
DEU-B89F7FB1,2026-02-01,2679.34,478,5.61,0.0602,1,0,1,0,0.0,1.68
DEU-B89F7FB1,2026-03-01,2112.97,342,6.18,0.0473,1,0,0,0,0.0,0.0
DEU-45F66F3D,2025-12-01,4130.14,384,10.76,0.0449,0,0,1,0,0.0,2.05
DEU-45F66F3D,2026-01-01,1602.98,257,6.24,0.0471,0,0,1,0,0.0,2.52
DEU-45F66F3D,2026-02-01,1387.11,143,9.7,0.022,6,0,0,0,0.0,0.0
DEU-45F66F3D,2026-03-01,2028.72,315,6.44,0.0134,1,1,1,0,0.0,1.75
DEU-9CD39FD0,2025-04-01,1035.37,196,5.28,0.062,0,0,1,0,0.0,2.12
DEU-9CD39FD0,2025-05-01,1732.19,209,8.29,0.0385,0,0,0,0,0.0,0.0
DEU-9CD39FD0,2025-06-01,743.52,139,5.35,0.0518,1,0,1,0,0.0,0.66
DEU-9CD39FD0,2025-07-01,883.28,225,3.93,0.0376,0,0,0,0,0.0,0.0
DEU-9CD39FD0,2025-08-01,1141.88,353,3.23,0.0112,0,0,0,0,0.0,0.0
DEU-9CD39FD0,2025-09-01,694.36,132,5.26,0.0215,5,0,0,0,0.0,0.0
DEU-9CD39FD0,2025-10-01,1115.12,206,5.41,0.055,0,0,3,2,60.1,2.07
DEU-9CD39FD0,2025-11-01,504.79,77,6.56,0.0712,7,0,2,0,0.0,3.12
DEU-9CD39FD0,2025-12-01,426.33,89,4.79,0.1839,10,1,1,0,0.0,3.14
DEU-9CD39FD0,2026-01-01,344.87,51,6.76,0.1581,22,0,6,1,100.4,3.42
DEU-9CD39FD0,2026-02-01,156.87,26,6.03,0.1797,26,0,0,0,0.0,0.0
DEU-9CD39FD0,2026-03-01,124.01,26,4.77,0.2918,24,14,1,0,0.0,0.23
DEU-FB07771A,2025-04-01,1884.68,210,8.97,0.033,0,0,0,0,0.0,0.0
DEU-FB07771A,2025-05-01,2390.95,180,13.28,0.0287,5,0,2,0,0.0,2.5
DEU-FB07771A,2025-06-01,1997.05,161,12.4,0.0403,0,0,0,0,0.0,0.0
DEU-FB07771A,2025-07-01,1864.08,203,9.18,0.0248,0,0,1,0,0.0,3.59
DEU-FB07771A,2025-08-01,1974.0,212,9.31,0.0,1,0,0,0,0.0,0.0
DEU-FB07771A,2025-09-01,2409.35,279,8.64,0.0139,2,2,0,0,0.0,0.0
DEU-FB07771A,2025-10-01,1690.91,117,14.45,0.0376,0,0,0,0,0.0,0.0
DEU-FB07771A,2025-11-01,2659.07,306,8.69,0.0541,0,0,0,0,0.0,0.0
DEU-FB07771A,2025-12-01,5509.05,324,17.0,0.0674,1,0,0,0,0.0,0.0
DEU-FB07771A,2026-01-01,1778.99,120,14.82,0.025,0,0,0,0,0.0,0.0
DEU-FB07771A,2026-02-01,1774.87,121,14.67,0.0406,1,1,0,0,0.0,0.0
DEU-FB07771A,2026-03-01,3027.87,246,12.31,0.0584,2,0,0,0,0.0,0.0
DEU-19491B20,2025-04-01,2157.0,268,8.05,0.015,0,0,0,0,0.0,0.0
DEU-19491B20,2025-05-01,3191.65,271,11.78,0.0539,5,2,0,0,0.0,0.0
DEU-19491B20,2025-06-01,3773.22,190,19.86,0.0404,0,0,0,0,0.0,0.0
DEU-19491B20,2025-07-01,5152.47,173,29.78,0.0305,5,0,0,0,0.0,0.0
DEU-19491B20,2025-08-01,3692.18,213,17.33,0.0334,0,0,0,0,0.0,0.0
DEU-19491B20,2025-09-01,2215.64,77,28.77,0.0974,2,2,1,0,0.0,0.0
DEU-19491B20,2025-10-01,2912.69,120,24.27,0.0064,3,2,1,0,0.0,3.0
DEU-19491B20,2025-11-01,3211.75,239,13.44,0.0307,3,1,0,0,0.0,0.0
DEU-19491B20,2025-12-01,6996.65,181,38.66,0.0993,0,0,1,0,0.0,2.6
DEU-19491B20,2026-01-01,2988.14,273,10.95,0.077,0,0,0,0,0.0,0.0
DEU-19491B20,2026-02-01,3821.51,228,16.76,0.0211,0,0,0,0,0.0,0.0
DEU-19491B20,2026-03-01,4173.07,145,28.78,0.0378,2,0,1,0,0.0,0.0
DEU-BF2DB0FB,2025-04-01,2821.86,194,14.55,0.0279,1,0,0,0,0.0,0.0
DEU-BF2DB0FB,2025-05-01,7257.7,267,27.18,0.0143,0,0,1,0,0.0,0.44
DEU-BF2DB0FB,2025-06-01,3690.56,236,15.64,0.0369,1,1,0,0,0.0,0.0
DEU-BF2DB0FB,2025-07-01,2367.3,178,13.3,0.048,0,0,1,0,0.0,0.01
DEU-BF2DB0FB,2025-08-01,3202.18,126,25.41,0.0604,0,0,0,0,0.0,0.0
DEU-BF2DB0FB,2025-09-01,7988.23,259,30.84,0.0819,0,0,1,0,0.0,0.0
DEU-BF2DB0FB,2025-10-01,2938.74,197,14.92,0.061,1,0,0,0,0.0,0.0
DEU-BF2DB0FB,2025-11-01,5847.79,283,20.66,0.0918,0,0,1,0,0.0,1.89
DEU-BF2DB0FB,2025-12-01,6019.2,265,22.71,0.025,0,0,0,0,0.0,0.0
DEU-BF2DB0FB,2026-01-01,5099.14,261,19.54,0.0,1,0,0,0,0.0,0.0
DEU-BF2DB0FB,2026-02-01,7431.47,413,17.99,0.1264,0,0,0,0,0.0,0.0
DEU-BF2DB0FB,2026-03-01,4212.92,311,13.55,0.0374,0,0,0,0,0.0,0.0
DEU-1054C83F,2025-04-01,44932.09,3038,14.79,0.0311,0,0,0,0,0.0,0.0
DEU-1054C83F,2025-05-01,27855.95,2997,9.29,0.0455,1,0,0,0,0.0,0.0
DEU-1054C83F,2025-06-01,57094.25,6458,8.84,0.0173,2,0,0,0,0.0,0.0
DEU-1054C83F,2025-07-01,33636.62,3997,8.42,0.0171,0,0,0,0,0.0,0.0
DEU-1054C83F,2025-08-01,46546.21,4608,10.1,0.0,0,0,0,0,0.0,0.0
DEU-1054C83F,2025-09-01,37687.47,2424,15.55,0.0719,1,1,0,0,0.0,0.0
DEU-1054C83F,2025-10-01,31659.17,3808,8.31,0.0342,6,4,0,0,0.0,0.0
DEU-1054C83F,2025-11-01,52097.86,4849,10.74,0.0195,1,1,1,0,0.0,3.57
DEU-1054C83F,2025-12-01,109620.77,4445,24.66,0.0584,2,0,1,0,0.0,4.19
DEU-1054C83F,2026-01-01,23020.72,2497,9.22,0.0632,0,0,0,0,0.0,0.0
DEU-1054C83F,2026-02-01,45605.95,2737,16.66,0.0548,4,1,1,0,0.0,3.06
DEU-1054C83F,2026-03-01,42459.77,3631,11.69,0.0358,0,0,0,0,0.0,0.0
DEU-A4C11302,2025-04-01,930.76,136,6.84,0.0933,0,0,1,0,0.0,2.2
DEU-A4C11302,2025-05-01,1287.3,262,4.91,0.0296,3,0,1,0,0.0,0.12
DEU-A4C11302,2025-06-01,1378.22,100,13.78,0.0634,3,1,0,0,0.0,0.0
DEU-A4C11302,2025-07-01,730.2,133,5.49,0.0517,2,0,0,0,0.0,0.0
DEU-A4C11302,2025-08-01,1356.12,242,5.6,0.0512,1,0,1,0,0.0,0.0
DEU-A4C11302,2025-09-01,1206.55,179,6.74,0.0496,0,0,0,0,0.0,0.0
DEU-A4C11302,2025-10-01,667.51,201,3.32,0.1003,0,0,5,3,19.0,2.27
DEU-A4C11302,2025-11-01,748.97,102,7.34,0.096,12,0,4,1,165.1,2.8
DEU-A4C11302,2025-12-01,615.18,74,8.31,0.1823,5,0,2,0,0.0,2.34
DEU-A4C11302,2026-01-01,209.88,47,4.47,0.1835,17,0,4,2,638.5,3.43
DEU-A4C11302,2026-02-01,245.08,54,4.54,0.2348,21,0,5,2,46.7,3.27
DEU-A4C11302,2026-03-01,191.77,27,7.1,0.2417,30,16,0,0,0.0,0.0
DEU-B4AEC648,2025-06-01,739.56,167,4.43,0.1338,0,0,0,0,0.0,0.0
DEU-B4AEC648,2025-07-01,541.31,151,3.58,0.05,0,0,2,0,0.0,0.0
DEU-B4AEC648,2025-08-01,812.76,127,6.4,0.0936,0,0,2,0,0.0,1.86
DEU-B4AEC648,2025-09-01,494.95,228,2.17,0.1367,0,0,0,0,0.0,0.0
DEU-B4AEC648,2025-10-01,390.19,110,3.55,0.0356,0,0,1,0,0.0,0.08
DEU-B4AEC648,2025-11-01,636.96,215,2.96,0.1568,0,0,0,0,0.0,0.0
DEU-B4AEC648,2025-12-01,968.49,165,5.87,0.0644,0,0,2,0,0.0,1.74
DEU-B4AEC648,2026-01-01,504.31,143,3.53,0.0926,13,0,4,1,214.0,2.72
DEU-B4AEC648,2026-02-01,508.52,107,4.75,0.1569,11,1,6,2,66.5,3.27
DEU-B4AEC648,2026-03-01,361.34,137,2.64,0.2091,23,15,0,0,0.0,0.0
DEU-3BD442B6,2025-04-01,3905.08,94,41.54,0.0395,1,1,0,0,0.0,0.0
DEU-3BD442B6,2025-05-01,4203.24,311,13.52,0.0072,0,0,1,0,0.0,0.21
DEU-3BD442B6,2025-06-01,4597.54,294,15.64,0.0347,1,1,0,0,0.0,0.0
DEU-3BD442B6,2025-07-01,2889.24,254,11.37,0.0273,0,0,0,0,0.0,0.0
DEU-3BD442B6,2025-08-01,5693.03,468,12.16,0.0546,2,0,2,0,0.0,4.22
DEU-3BD442B6,2025-09-01,3278.98,222,14.77,0.0977,4,4,0,0,0.0,0.0
DEU-3BD442B6,2025-10-01,5170.84,274,18.87,0.0466,0,0,0,0,0.0,0.0
DEU-3BD442B6,2025-11-01,4489.5,469,9.57,0.0496,0,0,0,0,0.0,0.0
DEU-3BD442B6,2025-12-01,10229.58,466,21.95,0.0201,0,0,0,0,0.0,0.0
DEU-3BD442B6,2026-01-01,4702.2,322,14.6,0.0342,2,0,0,0,0.0,0.0
DEU-3BD442B6,2026-02-01,5314.34,418,12.71,0.0501,0,0,1,0,0.0,0.0
DEU-3BD442B6,2026-03-01,7347.63,406,18.1,0.0155,1,0,1,0,0.0,0.0
DEU-B34C1A8F,2025-04-01,2920.59,228,12.81,0.04,0,0,0,0,0.0,0.0
DEU-B34C1A8F,2025-05-01,1932.29,167,11.57,0.1448,0,0,0,0,0.0,0.0
DEU-B34C1A8F,2025-06-01,1503.87,221,6.8,0.0986,2,2,2,0,0.0,2.09
DEU-B34C1A8F,2025-07-01,2428.61,259,9.38,0.0106,2,0,0,0,0.0,0.0
DEU-B34C1A8F,2025-08-01,2014.15,320,6.29,0.0131,0,0,0,0,0.0,0.0
DEU-B34C1A8F,2025-09-01,1722.41,184,9.36,0.0068,0,0,0,0,0.0,0.0
DEU-B34C1A8F,2025-10-01,1817.25,154,11.8,0.0503,3,3,0,0,0.0,0.0
DEU-B34C1A8F,2025-11-01,966.34,287,3.37,0.0259,0,0,0,0,0.0,0.0
DEU-B34C1A8F,2025-12-01,3608.58,275,13.12,0.0074,0,0,0,0,0.0,0.0
DEU-B34C1A8F,2026-01-01,928.9,170,5.46,0.0884,4,2,0,0,0.0,0.0
DEU-B34C1A8F,2026-02-01,1240.92,174,7.13,0.032,2,2,0,0,0.0,0.0
DEU-B34C1A8F,2026-03-01,2646.94,208,12.73,0.0,1,1,0,0,0.0,0.0
DEU-801DF294,2025-04-01,3247.25,791,4.11,0.0116,4,0,0,0,0.0,0.0
DEU-801DF294,2025-05-01,3696.21,830,4.45,0.0463,1,1,0,0,0.0,0.0
DEU-801DF294,2025-06-01,2244.06,685,3.28,0.08,0,0,0,0,0.0,0.0
DEU-801DF294,2025-07-01,3015.29,791,3.81,0.0353,0,0,0,0,0.0,0.0
DEU-801DF294,2025-08-01,2281.6,849,2.69,0.0512,0,0,1,0,0.0,0.12
DEU-801DF294,2025-09-01,3185.52,1278,2.49,0.0669,0,0,1,0,0.0,0.13
DEU-801DF294,2025-10-01,4320.38,989,4.37,0.0411,2,0,1,0,0.0,2.43
DEU-801DF294,2025-11-01,6002.57,1120,5.36,0.0246,0,0,0,0,0.0,0.0
DEU-801DF294,2025-12-01,9656.62,1927,5.01,0.0388,0,0,0,0,0.0,0.0
DEU-801DF294,2026-01-01,2081.48,939,2.22,0.047,0,0,0,0,0.0,0.0
DEU-801DF294,2026-02-01,4279.9,1370,3.12,0.0207,1,0,0,0,0.0,0.0
DEU-801DF294,2026-03-01,5869.42,1037,5.66,0.0163,3,0,1,0,0.0,3.14
DEU-3CDFF0F9,2025-04-01,5510.17,176,31.31,0.073,4,4,0,0,0.0,0.0
DEU-3CDFF0F9,2025-05-01,6870.26,213,32.25,0.0249,0,0,1,0,0.0,0.26
DEU-3CDFF0F9,2025-06-01,4628.5,178,26.0,0.053,0,0,0,0,0.0,0.0
DEU-3CDFF0F9,2025-07-01,3896.18,156,24.98,0.0224,4,2,0,0,0.0,0.0
DEU-3CDFF0F9,2025-08-01,4807.71,188,25.57,0.0397,3,0,0,0,0.0,0.0
DEU-3CDFF0F9,2025-09-01,6282.92,139,45.2,0.0261,0,0,1,0,0.0,0.23
DEU-3CDFF0F9,2025-10-01,2434.61,121,20.12,0.0489,3,3,0,0,0.0,0.0
DEU-3CDFF0F9,2025-11-01,3635.93,129,28.19,0.0404,0,0,1,0,0.0,1.53
DEU-3CDFF0F9,2025-12-01,3001.66,137,21.91,0.1127,9,2,3,1,174.2,2.01
DEU-3CDFF0F9,2026-01-01,2215.54,77,28.77,0.1475,15,0,3,1,104.3,2.83
DEU-3CDFF0F9,2026-02-01,1085.98,35,31.03,0.1498,19,0,2,0,0.0,2.61
DEU-3CDFF0F9,2026-03-01,1008.99,44,22.93,0.1985,18,9,0,0,0.0,0.0
DEU-82105BD4,2025-04-01,2267.9,156,14.54,0.0748,0,0,1,0,0.0,0.11
DEU-82105BD4,2025-05-01,3349.83,151,22.18,0.0603,1,0,0,0,0.0,0.0
DEU-82105BD4,2025-06-01,7165.4,249,28.78,0.0179,0,0,1,0,0.0,2.81
DEU-82105BD4,2025-07-01,3190.6,234,13.64,0.0135,2,1,0,0,0.0,0.0
DEU-82105BD4,2025-08-01,3019.98,166,18.19,0.027,0,0,0,0,0.0,0.0
DEU-82105BD4,2025-09-01,2943.7,132,22.3,0.0012,0,0,1,0,0.0,0.0
DEU-82105BD4,2025-10-01,6155.49,272,22.63,0.0826,0,0,0,0,0.0,0.0
